date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Apr 19,home,Santa Rosa,L,5-4,5,4,1,win,20180419_zgbt,3,1,1,,,,0,1,1,,,,,,1,0,,,,,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
Apr 21,home,Santa Rosa,W,3-1,3,1,2,win,20180421_1lyb,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
Apr 24,home,Folsom Lake,W,6-1,6,1,5,win,20180424_moc9,4,0,0,,,,0,1,1,,,,,,0,0,,1,2,0.50,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
Apr 26,home,Folsom Lake,W,23-14,23,14,9,win,20180426_yucs,3,4,2,,,,1,3,,,,,,,2,0,,1,,,6,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
Apr 27,home,Folsom Lake,W,5-3,5,3,2,win,20180427_m2mc,4,0,1,1,,,0,,1,,1,,,,2,1,,,2,,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 4,home,Chabot,W,6-1,6,1,5,win,20180504_aay3,4,1,3,,,,1,,1,,,,,,3,0,,,,,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 5,home,Chabot,W,5-1,5,1,4,win,20180505_15f2,4,1,1,,,,0,,1,,,1,,,1,0,,1,1,1.00,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 11,home,Fresno City,W,13-7,13,7,6,win,20180511_dhzd,5,2,2,,,,3,,,,,,,,2,0,,2,,,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 12,home,Fresno City,W,15-11,15,11,4,win,20180512_9dwk,3,2,0,,,,1,2,2,,,,1,,0,0,,,2,,6,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 18,home,Sierra,L,14-3,14,3,11,win,20180518_vy8l,5,0,0,,,,0,,,,,,,,0,0,,1,4,0.25,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 19,home,Sierra,W,4-1,4,1,3,win,20180519_iukm,4,1,2,1,,,2,,,,,,,,3,1,,1,,,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 20,home,Sierra,W,2-1,2,1,1,win,20180520_i5cx,4,0,0,,,,0,,,,,,,,0,0,1,2,2,1.00,4,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 26,home,Orange Coast,W,6-4,6,4,2,win,20180526_0u60,5,0,0,,,,0,,1,,,,,,0,0,1,3,1,3.00,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 27,home,San Joaquin Delta,L,9-5,9,5,4,win,20180527_lzpm,3,1,1,1,,,2,2,,,,,,,2,1,1,1,1,1.00,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 27,home,Orange Coast,W,8-6,8,6,2,win,20180527_iknx,5,1,3,2,,,3,,2,,,,,,5,2,,,,,5,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
May 28,home,San Joaquin Delta,W,6-3,6,3,3,win,20180528_muxz,0,1,0,,,,0,1,,,,1,,,0,0,,,,,2,2018,,Sacramento City,sacramentocity,jaylundjohnson0uou,Jaylund Johnson
