date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Cerro Coso,W,4-0,4,0,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 4,home,Cerro Coso,L,20-2,20,2,18,win,20120204_idys,4,0,1,,,,0,,,,,,1,,1,0,,2,2,1.00,5,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 4,home,Cerro Coso,L,7-5,7,5,2,win,20120204_z2o0,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 7,home,Cerro Coso,L,13-8,13,8,5,win,20120207_uk3f,3,1,1,,,,2,,2,1,,,,,1,0,,,,,3,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 10,home,Cuesta,L,13-0,13,0,13,win,20120210_9e6p,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 11,home,Allan Hancock,W,9-8,9,8,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 16,home,Sierra,L,15-3,15,3,12,win,20120216_u5ql,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 17,home,Solano,W,7-5,7,5,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 18,home,Reedley,L,6-2,6,2,4,win,20120218_7rqr,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 21,home,West Hills Coalinga,W,11-7,11,7,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 23,home,West Hills Coalinga,L,3-2,3,2,1,win,20120223_5zku,3,0,1,,,,0,,2,,,,,,1,0,,,,,3,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 25,home,West Hills Coalinga,L,9-1,9,1,8,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Feb 28,home,Reedley,L,10-2,10,2,8,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 1,home,Reedley,L,8-5,8,5,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 3,home,Reedley,W,10-1,10,1,9,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 6,home,Sequoias,W,10-6,10,6,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 8,home,Sequoias,L,8-7,8,7,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 10,home,Sequoias,L,2-1,2,1,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 13,home,Merced,L,7-2,7,2,5,win,20120313_59hr,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 15,home,Merced,L,2-1,2,1,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 20,home,Taft,W,11-7,11,7,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 21,home,Merced,W,8-6,8,6,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 22,home,Taft,L,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Mar 24,home,Taft,L,10-6,10,6,4,win,20120324_idit,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 5,home,Ventura,L,5-3,5,3,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 5,home,Ventura,L,6-2,6,2,4,win,20120405_psij,4,0,0,,,,0,,3,,,,,,0,0,,,1,,4,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 6,home,Barstow,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 10,home,Fresno City,L,8-1,8,1,7,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 12,home,Fresno City,L,7-4,7,4,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 14,home,Fresno City,L,9-4,9,4,5,win,20120414_1dad,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 17,home,Taft,L,7-2,7,2,5,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 19,home,West Hills Coalinga,W,5-0,5,0,5,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 22,home,Fresno City,L,7-5,7,5,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 24,home,Sequoias,L,6-0,6,0,6,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 26,home,Reedley,W,6-2,6,2,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
Apr 27,home,Merced,L,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,zackwatsonv8s5,Zack Watson
