date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Yuba,L,10-6,10,6,4,win,20190126_6ifc,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Jan 29,home,Santa Rosa,L,11-3,11,3,8,win,20190129_e4ph,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Feb 1,home,Bakersfield,L,11-3,11,3,8,win,20190201_l7an,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Feb 12,home,Cuesta,L,9-2,9,2,7,win,20190212_2enc,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Feb 22,home,Reedley,W,10-9,10,9,1,win,20190222_68k8,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Feb 28,home,Cabrillo,W,8-4,8,4,4,win,20190228_5pyl,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 1,home,Skyline,L,4-2,4,2,2,win,20190301_ipe1,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 4,home,San Francisco,W,16-5,16,5,11,win,20190304_bdle,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 12,home,San Mateo,L,16-4,16,4,12,win,20190312_mj94,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 19,home,Mission,L,15-6,15,6,9,win,20190319_o6he,3,2,2,,,,0,,,,,,,1,2,0,,1,1,1.00,4,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 28,home,Ohlone,L,16-1,16,1,15,win,20190328_vb09,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Mar 30,home,Gavilan,W,18-14,18,14,4,win,20190330_1vsj,4,0,1,,,,2,2,,,,,,,1,0,,1,2,0.50,6,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 3,home,Chabot,L,19-0,19,0,19,win,20190403_uemz,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 6,home,San Francisco,W,12-4,12,4,8,win,20190406_45x0,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 9,home,San Mateo,L,10-0,10,0,10,win,20190409_1enp,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 11,home,San Mateo,L,10-2,10,2,8,win,20190411_0k5o,3,0,0,,,,1,,2,,,,1,,0,0,,,2,,4,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 13,home,West Valley,L,5-4,5,4,1,win,20190413_f2ge,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
Apr 23,home,Chabot,W,8-5,8,5,3,win,20190423_e6dl,4,0,1,,,,2,,1,,,,,,1,0,,,2,,4,2019,2018-19,De Anza,deanza,hanselmonleonkshh,Hansel Monleon
