date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Lassen,L,14-1,14,1,13,win,20190130_1wkf,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Feb 8,home,Feather River,L,7-5,7,5,2,win,20190208_lrjx,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Feb 12,home,Shasta,W,8-3,8,3,5,win,20190212_yx1c,0,1,0,,,,0,,,1,,,,,0,0,,,,,0,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Feb 19,home,Siskiyous,W,8-3,8,3,5,win,20190219_awll,0,0,0,,,,0,,,,,,,1,0,0,,1,,,1,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Feb 23,home,Sierra,L,20-5,20,5,15,win,20190223_aioe,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Mar 18,home,Mendocino,W,2-0,2,0,2,win,20190318_hag8,4,1,2,1,,,0,,2,1,,,,,3,1,,,,,4,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Mar 19,home,Contra Costa,W,15-2,15,2,13,win,20190319_t09l,2,1,0,,,,0,,,1,,2,,,0,0,,1,1,1.00,4,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Mar 26,home,Napa Valley,W,2-1,2,1,1,win,20190326_529n,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Mar 29,home,Contra Costa,W,14-4,14,4,10,win,20190329_zunu,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 6,home,Marin,L,3-1,3,1,2,win,20190406_vw55,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 11,home,Solano,L,14-2,14,2,12,win,20190411_5bl8,1,0,0,,,,1,,,,,,1,,0,0,,1,1,1.00,2,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 12,home,Napa Valley,L,7-6,7,6,1,win,20190412_2d9k,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 17,home,Marin,W,8-7,8,7,1,win,20190417_4g7a,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 19,home,Los Medanos,L,6-3,6,3,3,win,20190419_q2yw,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 23,home,Solano,L,5-4,5,4,1,win,20190423_9zr9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
Apr 25,home,Contra Costa,W,10-2,10,2,8,win,20190425_jaop,2,0,0,,,,0,1,,,1,1,,,0,0,,,2,,4,2019,2018-19,Yuba,yuba,lucasfullercw0z,Lucas Fuller
