date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Marin,L,3-2,3,2,1,win,20200124_s6wv,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Jan 25,home,Laney,L,9-4,9,4,5,win,20200125_5kht,3,0,1,,,,0,1,,,,,,,1,0,,1,1,1.00,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Jan 26,home,Reedley,W,15-2,15,2,13,win,20200126_lyg6,4,2,3,,,,0,1,,,,,,,3,0,1,1,,,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Jan 30,home,Lassen,W,17-1,17,1,16,win,20200130_egvq,3,0,1,,,,1,1,1,1,,,,,1,0,,,1,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Jan 31,home,Shasta,W,8-0,8,0,8,win,20200131_28u1,3,1,2,,,,0,,,,,,,1,2,0,,,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 1,home,Feather River,W,12-1,12,1,11,win,20200201_pvir,4,2,1,,,,0,,,1,,1,,,1,0,,1,2,0.50,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 4,home,De Anza,W,20-2,20,2,18,win,20200204_axk7,2,2,2,,,,1,2,,,,,,,2,0,,,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 6,home,Solano,W,9-3,9,3,6,win,20200206_8vp0,5,0,1,,,,1,,1,,1,,,1,1,0,,,,,6,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 7,home,Solano,W,5-4,5,4,1,win,20200207_kilf,3,1,1,,,,1,,,1,,,1,,1,0,,,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 11,home,Butte,W,12-4,12,4,8,win,20200211_oehv,4,3,2,,,1,4,1,,,,,,,5,1,,1,1,1.00,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 13,home,Laney,W,12-2,12,2,10,win,20200213_49i7,4,2,3,1,,,2,,,1,,,,,4,1,,1,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 15,home,De Anza,W,18-1,18,1,17,win,20200215_wrna,3,1,2,1,,,2,1,,,,,,,3,1,,,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 17,home,Butte,W,10-2,10,2,8,win,20200217_dsoc,3,0,1,1,,,1,1,,,1,,,1,2,1,,3,,,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 19,home,Contra Costa,W,11-4,11,4,7,win,20200219_s66k,5,1,1,1,,,1,,1,1,,,,,2,1,1,,,,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 21,home,Yuba,W,15-1,15,1,14,win,20200221_yssx,4,1,3,3,,,5,1,,,,,1,,6,3,,1,1,1.00,6,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 25,home,Santa Rosa,L,8-5,8,5,3,win,20200225_0sq9,4,0,1,,1,,1,,,,,,,,3,1,,2,1,2.00,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 27,home,Santa Rosa,W,12-10,12,10,2,win,20200227_6968,3,0,0,,,,1,,,,,,1,1,0,0,,,,,5,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Feb 28,home,Santa Rosa,L,6-5,6,5,1,win,20200228_wdmn,4,1,1,,,,0,,,,,,,,1,0,,,3,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Mar 3,home,Shasta,W,7-1,7,1,6,win,20200303_vwe5,3,0,0,,,,1,,2,,,,,1,0,0,,,,,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
Mar 10,home,Folsom Lake,W,6-3,6,3,3,win,20200310_e6b6,4,1,2,,,,1,,,,,,,,2,0,,1,1,1.00,4,2020,,Sierra,sierra,kotasuzukilklu,Kota Suzuki
