date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Folsom Lake,L,13-1,13,1,12,win,20230127_ysqf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Feb 4,home,Modesto,L,18-0,18,0,18,win,20230204_joaa,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Feb 11,home,San Mateo,L,17-2,17,2,15,win,20230211_y386,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Feb 16,home,Laney,L,5-1,5,1,4,win,20230216_jszn,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Feb 21,home,San Joaquin Delta,L,19-2,19,2,17,win,20230221_ffiv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Mar 8,home,Chabot,L,12-6,12,6,6,win,20230308_ef56,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Mar 11,home,Canada,L,2-0,2,0,2,win,20230311_s3l4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Mar 18,home,De Anza,L,8-3,8,3,5,win,20230318_9b7h,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Mar 25,home,Ohlone,L,14-4,14,4,10,win,20230325_uyui,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Apr 1,home,Mission,L,24-6,24,6,18,win,20230401_j2e6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Apr 8,home,Monterey Peninsula,L,19-5,19,5,14,win,20230408_wwyy,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Apr 13,home,Cabrillo,L,17-13,17,13,4,win,20230413_f4vr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
Apr 15,home,Cabrillo,L,8-7,8,7,1,win,20230415_qhom,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,Gavilan,gavilan,drewbeckscqc1,Drew Becks
