date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 16,home,Allan Hancock,L,7-0,7,0,7,win,20130216_ftrb,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Feb 23,home,Mendocino,W,7-1,7,1,6,win,20130223_pdpz,4,0,1,,,,1,,,,,,,1,1,0,,2,2,1.00,5,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Feb 28,home,Porterville,W,4-3,4,3,1,win,20130228_m1n1,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 2,home,Porterville,L,12-9,12,9,3,win,20130302_tnpi,1,0,1,1,,,1,,,,,,,,2,1,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 11,home,Sequoias,W,5-2,5,2,3,win,20130311_tcho,1,0,1,,,,1,,,,,,,1,1,0,,1,,,2,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 12,home,Reedley,L,13-1,13,1,12,win,20130312_mpjc,2,0,0,,,,0,,,,,1,,,0,0,,1,1,1.00,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 19,home,Merced,L,11-0,11,0,11,win,20130319_z9zw,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 21,home,Merced,L,9-2,9,2,7,win,20130321_ja8r,4,0,1,1,,,0,,1,,,,,,2,1,,2,,,4,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 23,home,Merced,L,7-4,7,4,3,win,20130323_tjc2,3,1,1,,,,1,2,1,,,,,,1,0,,,,,5,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 29,home,Victor Valley,W,12-1,12,1,11,win,20130329_52x7,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 30,home,Victor Valley,W,10-3,10,3,7,win,20130330_21yz,5,1,1,,,,0,,2,,,,,,1,0,,2,,,5,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Mar 30,home,Victor Valley,W,9-1,9,1,8,win,20130330_tm0d,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 2,home,Taft,W,5-1,5,1,4,win,20130402_hqv9,3,1,1,,,,0,,,,,,,,1,0,,2,,,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 4,home,Taft,L,4-2,4,2,2,win,20130404_q2wd,4,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,4,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 6,home,Taft,L,1-0,1,0,1,win,20130406_ydfm,3,0,1,,,,0,,,1,,,,,1,0,,2,,,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 9,home,Fresno City,L,9-1,9,1,8,win,20130409_6130,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 11,home,Fresno City,L,7-3,7,3,4,win,20130411_tzxl,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 16,home,Taft,L,9-0,9,0,9,win,20130416_4s1p,3,0,1,,,,0,,,1,,,,,1,0,,2,,,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 18,home,Reedley,W,9-7,9,7,2,win,20130418_lmud,4,2,1,,,,0,,1,,,1,,,1,0,,1,,,5,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 20,home,Porterville,L,6-1,6,1,5,win,20130420_m81h,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
Apr 26,home,Merced,L,7-3,7,3,4,win,20130426_jx1j,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,West Hills Coalinga,westhillscoalinga,kevintavares2zv3,Kevin Tavares
