date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Irvine Valley,L,6-3,6,3,3,win,20180127_co1j,2,1,0,,,,0,,,,,1,,,0,0,,1,1,1.00,3,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 6,home,Orange Coast,L,5-2,5,2,3,win,20180206_q4iv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 8,home,Barstow,W,14-3,14,3,11,win,20180208_42xk,4,3,2,,,,1,1,,,,,,,2,0,1,2,,,5,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 13,home,Orange Coast,L,11-6,11,6,5,win,20180213_lxm1,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 17,home,San Diego City,L,11-10,11,10,1,win,20180217_gww5,2,1,1,,,,2,,,,,,,,1,0,,,1,,2,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 20,home,Cypress,L,11-4,11,4,7,win,20180220_w02n,3,0,2,,,,1,,1,1,,1,,,2,0,,,,,4,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 22,home,Grossmont,W,4-2,4,2,2,win,20180222_1y5q,3,1,0,,,,0,1,,,,,,,0,0,,2,1,2.00,4,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Feb 28,home,Glendale,L,9-6,9,6,3,win,20180228_u2zz,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Mar 1,home,Chaffey,L,6-1,6,1,5,win,20180301_dxkz,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Mar 6,home,East Los Angeles,W,5-4,5,4,1,win,20180306_3nw2,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Mar 8,home,East Los Angeles,L,5-4,5,4,1,win,20180308_9flx,4,0,1,,,,1,,2,,,,,,1,0,,1,,,4,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Mar 14,home,Mt. San Antonio,L,12-8,12,8,4,win,20180314_dxfg,2,1,1,,,,0,1,1,,,2,,,1,0,,,,,5,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Mar 20,home,Compton,W,10-9,10,9,1,win,20180320_bgg7,1,2,0,,,,0,2,,,,1,,,0,0,,,1,,4,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
Apr 7,home,Grossmont,L,7-6,7,6,1,win,20180407_rxua,3,1,0,,,,0,1,2,,,,,,0,0,,1,,,4,2018,2017-18,Long Beach,longbeach,michaelkunipoiw0m,Michael Kunipo
