date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,LA Harbor,W,7-1,7,1,6,win,20140128_s5ir,3,0,1,1,,,0,,1,,,,,,2,1,,,1,,3,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Jan 31,home,Desert,W,13-3,13,3,10,win,20140131_h439,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 4,home,Mt. San Antonio,W,12-4,12,4,8,win,20140204_zaew,5,0,1,,,,1,,1,,,,,,1,0,,1,2,0.50,5,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 8,home,Long Beach,W,10-6,10,6,4,win,20140208_nhgv,3,1,0,,,,0,1,2,,,,,,0,0,,,,,4,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 11,home,Palomar,W,6-5,6,5,1,win,20140211_lixn,2,0,0,,,,0,,,,,,,,0,0,1,1,1,1.00,2,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 14,home,El Camino-Compton Center,W,6-5,6,5,1,win,20140214_jqf2,1,0,1,,,,0,,,,1,,,,1,0,,,,,1,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 18,home,Palomar,W,6-3,6,3,3,win,20140218_259q,3,1,2,1,,,0,,1,,,,,,3,1,,,,,3,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 22,home,Ventura,W,14-2,14,2,12,win,20140222_0ro1,5,2,3,1,,1,3,,2,,,,,,7,2,,,,,5,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Feb 27,home,Riverside,W,7-3,7,3,4,win,20140227_rj31,3,0,1,1,,,1,1,,,,,,,2,1,,1,1,1.00,4,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 3,home,Orange Coast,L,5-0,5,0,5,win,20140303_vw0r,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 8,home,Irvine Valley,W,9-5,9,5,4,win,20140308_md4w,4,1,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 11,home,Golden West,W,14-2,14,2,12,win,20140311_pho4,4,1,1,1,,,2,,1,,,,,,2,1,,1,1,1.00,4,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 13,home,Cypress,L,5-4,5,4,1,win,20140313_06n3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 18,home,Riverside,W,10-5,10,5,5,win,20140318_xdsn,3,1,1,,,,0,1,1,,,,,,1,0,,,1,,4,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 22,home,Orange Coast,W,8-6,8,6,2,win,20140322_3xie,3,0,0,,,,0,,1,1,,,,,0,0,,,1,,3,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 25,home,Orange Coast,L,5-4,5,4,1,win,20140325_3lbj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Mar 28,home,Fullerton,L,7-6,7,6,1,win,20140328_tnjk,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Apr 3,home,Saddleback,L,10-3,10,3,7,win,20140403_tiat,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Apr 10,home,Golden West,W,10-7,10,7,3,win,20140410_50h1,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Apr 17,home,Glendale,W,3-2,3,2,1,win,20140417_uy5s,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
Apr 24,home,Cypress,W,9-7,9,7,2,win,20140424_w5e9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
May 9,home,Southwestern,L,6-5,6,5,1,win,20140509_okgx,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
May 11,home,Southwestern,L,6-2,6,2,4,win,20140511_p3tp,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Santa Ana,santaana,loganrobertst1j4,Logan Roberts
