date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Diablo Valley,W,14-1,14,1,13,win,20200125_9o4d,6,2,3,,,1,2,,1,,,,,,6,1,,1,1,1.00,6,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Jan 28,home,Gavilan,W,6-0,6,0,6,win,20200128_jwdp,4,1,1,,,,0,1,1,1,,,,,1,0,,2,,,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Jan 30,home,Solano,L,10-4,10,4,6,win,20200130_t8nh,5,0,1,,,,0,,1,1,,,,,1,0,,2,1,2.00,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 1,home,Solano,W,14-2,14,2,12,win,20200201_wzhu,5,1,2,,,,2,1,,2,,,,,2,0,,,2,,6,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 4,home,Merced,W,5-3,5,3,2,win,20200204_r16u,5,0,1,1,,,1,1,,,,,,,2,1,,,4,,6,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 6,home,De Anza,W,11-1,11,1,10,win,20200206_46hw,3,2,1,,,,1,1,1,1,,1,1,,1,0,,1,1,1.00,6,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 8,home,De Anza,W,6-3,6,3,3,win,20200208_ofeq,5,0,2,,,,0,,1,2,,,,,2,0,,,1,,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 11,home,San Joaquin Delta,W,4-1,4,1,3,win,20200211_goik,4,0,1,1,,,2,,1,,,,,,2,1,,2,,,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 14,home,De Anza,W,16-3,16,3,13,win,20200214_dsfb,6,0,1,1,,,1,,1,,,,1,,2,1,,1,4,0.25,7,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 15,home,Feather River,W,4-2,4,2,2,win,20200215_amly,5,1,0,,,,0,,1,,,,,,0,0,,3,1,3.00,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 18,home,Marin,L,12-4,12,4,8,win,20200218_uioj,2,0,0,,,,1,,1,,,,,1,0,0,,,2,,3,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 20,home,Marin,L,8-4,8,4,4,win,20200220_2fks,5,0,2,,,,0,,,,,,,,2,0,,,2,,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 22,home,Marin,L,6-0,6,0,6,win,20200222_0edk,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 25,home,Cabrillo,W,2-0,2,0,2,win,20200225_v2t6,3,0,1,1,,,0,,1,,,,,1,2,1,,1,1,1.00,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 27,home,Monterey Peninsula,L,3-1,3,1,2,win,20200227_26sw,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Feb 29,home,Ohlone,W,14-10,14,10,4,win,20200229_lys6,6,3,4,1,,,1,,2,,,,,,5,1,,,,,6,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Mar 3,home,Chabot,W,8-2,8,2,6,win,20200303_iks8,4,0,1,1,,,0,,,,,,,1,2,1,,3,1,3.00,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Mar 5,home,Chabot,W,2-0,2,0,2,win,20200305_26ez,4,0,1,,,,1,,1,,,,,,1,0,,,1,,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Mar 7,home,San Francisco,W,10-5,10,5,5,win,20200307_hgn6,5,1,1,,,,0,,1,1,,,,,1,0,,1,2,0.50,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Mar 10,home,San Francisco,W,23-2,23,2,21,win,20200309_hz5j,4,1,2,,,,3,,1,,,,,,2,0,,1,,,4,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
Mar 12,home,Canada,W,5-4,5,4,1,win,20200312_u734,4,2,1,,,1,1,1,,,,,,,4,1,,1,1,1.00,5,2020,2019-20,San Mateo,sanmateo,kodaiyaoita3hi7,Kodai Yaoita
