date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Citrus,L,10-5,10,5,5,win,20190125_xwdj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Jan 29,home,LA Mission,L,8-4,8,4,4,win,20190129_j0uu,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Feb 6,home,Citrus,T,9-9,9,9,0,tie,20190206_5c63,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Feb 12,home,LA Pierce,L,4-0,4,0,4,win,20190212_qq2n,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Feb 26,home,Orange Coast,W,16-3,16,3,13,win,20190226_fhq3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 1,home,Glendale,L,8-2,8,2,6,win,20190301_01kq,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 9,home,Ventura,L,3-2,3,2,1,win,20190309_yi9h,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 13,home,Moorpark,L,4-2,4,2,2,win,20190313_uj7p,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 16,home,Allan Hancock,L,9-5,9,5,4,win,20190316_7599,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 19,home,Santa Barbara,L,5-2,5,2,3,win,20190319_doag,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 21,home,Santa Barbara,W,7-4,7,4,3,win,20190321_i9te,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Mar 23,home,Cuesta,W,5-4,5,4,1,win,20190323_8qo9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Apr 2,home,Ventura,W,13-9,13,9,4,win,20190402_1vk2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Apr 9,home,Allan Hancock,L,9-6,9,6,3,win,20190409_zlg8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Apr 13,home,Santa Barbara,L,11-9,11,9,2,win,20190413_xrlc,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Apr 17,home,Rio Hondo,W,4-3,4,3,1,win,20190417_0pn5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
Apr 23,home,Cuesta,W,5-2,5,2,3,win,20190423_rg3v,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Oxnard,oxnard,jasongomez50bu,Jason Gomez
