date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Allan Hancock,L,5-2,5,2,3,win,20170128_5zaw,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Feb 2,home,Moorpark,L,9-2,9,2,7,win,20170202_psbq,2,0,0,,,,0,1,,,,,,,0,0,,2,,,3,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Feb 14,home,Taft,W,17-8,17,8,9,win,20170214_sz6h,2,0,2,,,,1,,,,,,,,2,0,,,,,2,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Feb 22,home,LA Harbor,L,8-7,8,7,1,win,20170222_y5p2,2,0,0,,,,0,,,,,1,,,0,0,,1,1,1.00,3,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Feb 25,home,LA Valley,W,12-3,12,3,9,win,20170225_n0wx,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Feb 28,home,Ventura,L,8-1,8,1,7,win,20170228_38ey,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Mar 16,home,San Diego Mesa,L,5-4,5,4,1,win,20170316_7eci,3,0,0,,,,1,1,1,,,,,,0,0,,1,,,4,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Mar 19,home,Ventura,L,3-2,3,2,1,win,20170319_33zb,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 4,home,LA Mission,L,12-4,12,4,8,win,20170404_455p,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 11,home,Porterville,W,11-5,11,5,6,win,20170411_oww2,3,2,2,,,1,3,1,,,,,,,5,1,,1,,,4,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 12,home,Fullerton,L,6-3,6,3,3,win,20170412_fsdc,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 18,home,Bakersfield,W,5-1,5,1,4,win,20170418_qjrl,0,0,0,,,,0,,,,,,,1,0,0,,1,,,1,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 20,home,LA Valley,W,9-8,9,8,1,win,20170420_7z9d,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 27,home,LA Mission,L,4-2,4,2,2,win,20170427_3eq3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
Apr 28,home,Bakersfield,L,5-4,5,4,1,win,20170428_17jk,3,0,0,,,,0,,3,,,,,,0,0,,,,,3,2017,2016-17,LA Pierce,lapierce,colenivensmus7,Cole Nivens
