date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Redwoods,W,14-1,14,1,13,win,20230203_sa0k,3,0,1,1,,,1,,1,,,1,,,2,1,,1,,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 4,home,Diablo Valley,L,8-6,8,6,2,win,20230204_z321,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 7,home,Marin,L,20-1,20,1,19,win,20230207_jtnu,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 11,home,Reedley,L,7-5,7,5,2,win,20230211_2rhg,3,0,1,,,,1,,,,,1,,,1,0,,,2,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 14,home,Los Medanos,L,9-6,9,6,3,win,20230214_9h0t,1,0,0,,,,1,,,,,,,,0,0,,1,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 16,home,West Hills Coalinga,W,14-2,14,2,12,win,20230216_kvfv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 18,home,West Hills Coalinga,W,12-7,12,7,5,win,20230218_var2,4,1,1,,,,1,1,1,,,,,,1,0,,2,,,5,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Feb 25,home,Yuba,W,13-5,13,5,8,win,20230225_iqkn,3,1,0,,,,0,1,1,,,,,,0,0,,,1,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 1,home,West Valley,L,14-8,14,8,6,win,20230301_4263,5,1,2,,,1,2,,1,,,,,,5,1,,1,1,1.00,5,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 2,home,San Mateo,L,9-0,9,0,9,win,20230302_5e0f,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 4,home,Chabot,L,9-2,9,2,7,win,20230304_lvaz,2,0,0,,,,0,,1,,,1,,,0,0,,1,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 7,home,Canada,L,6-2,6,2,4,win,20230307_twne,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 16,home,Cabrillo,L,17-13,17,13,4,win,20230316_unq5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
Mar 23,home,Porterville,W,21-6,21,6,15,win,20230323_tdke,4,3,1,1,,,3,2,,,,1,,,2,1,,1,1,1.00,7,2023,2022-23,Monterey Peninsula,montereypeninsula,nickmartin3ppc,Nick Martin
