date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Gavilan,W,11-4,11,4,7,win,20200124_3qoa,6,1,1,,,,0,,2,,,,,,1,0,,,3,,6,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 25,home,Gavilan,W,7-6,7,6,1,win,20200125_eqnh,3,1,2,,,,0,,,,,,,,2,0,,1,,,3,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 25,home,Gavilan,L,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 29,home,Porterville,L,6-2,6,2,4,win,20200129_tllp,3,1,1,1,,,1,,,,,,,,2,1,,1,1,1.00,3,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 29,home,Porterville,L,2-1,2,1,1,win,20200129_vh7q,4,0,0,,,,0,,,,,,,,0,0,,1,3,0.33,4,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 30,home,Porterville,W,13-2,13,2,11,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Jan 30,home,Porterville,W,13-0,13,0,13,win,20200130_73ri,3,2,2,1,,,3,1,,1,,,,,3,1,,1,,,4,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Feb 7,home,Mendocino,L,2-1,2,1,1,win,20200207_9sme,2,0,1,,,,0,,,,1,1,,1,1,0,,1,1,1.00,4,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Feb 7,home,Mendocino,L,16-9,16,9,7,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
Feb 8,home,Mendocino,L,3-2,3,2,1,win,20200208_a00c,4,1,2,,,,0,,,1,,,,,2,0,,2,,,4,2020,,Siskiyous,siskiyous,jacksongrigsbye2gt,Jackson Grigsby
