date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 26,home,Oxnard,W,9-2,9,2,7,win,20180426_ejde,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Apr 13,home,Oxnard,W,5-2,5,2,3,win,20180413_pf42,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Apr 5,home,Cuesta,L,7-0,7,0,7,win,20180405_3uq7,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Mar 30,home,Golden West,L,6-4,6,4,2,win,20180330_iskc,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Mar 29,home,Fullerton,W,6-4,6,4,2,win,20180329_avp2,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Mar 27,home,Chaffey,L,12-2,12,2,10,win,20180327_vct8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Mar 16,home,Ventura,W,7-3,7,3,4,win,20180316_bv2k,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Mar 9,home,Ventura,L,10-3,10,3,7,win,20180309_3zi2,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 23,home,LA Valley,W,10-4,10,4,6,win,20180223_wxat,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 22,home,East Los Angeles,W,13-5,13,5,8,win,20180222_xl21,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 20,home,Bakersfield,W,9-6,9,6,3,win,20180220_cdca,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 17,home,LA Valley,W,12-3,12,3,9,win,20180217_4x9g,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 15,home,Cypress,L,8-6,8,6,2,win,20180215_dqm5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 13,home,Bakersfield,W,5-0,5,0,5,win,20180213_ti5v,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 10,home,LA Harbor,W,5-2,5,2,3,win,20180210_hcm5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 8,home,LA Mission,L,7-3,7,3,4,win,20180208_8db5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 6,home,Glendale,L,13-6,13,6,7,win,20180206_hc8v,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 3,home,Palomar,L,13-3,13,3,10,win,20180203_wjzh,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Feb 1,home,LA Pierce,W,7-4,7,4,3,win,20180201_5pvq,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Jan 28,home,Sequoias,L,2-1,2,1,1,win,20180128_22lc,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
Jan 27,home,Fullerton,W,6-5,6,5,1,win,20180127_wd7k,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Moorpark,moorpark,danielluevanozwpl,Daniel Luevano
