date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 14,home,San Joaquin  Delta,L,4-1,4,1,3,win,20120414_lu86,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 12,home,San Joaquin  Delta,W,10-7,10,7,3,win,20120412_su1o,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 10,home,San Joaquin  Delta,L,17-8,17,8,9,win,20120410_gkkp,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 7,home,Santa Rosa,L,2-1,2,1,1,win,20120407_jkqm,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 5,home,Santa Rosa,W,9-0,9,0,9,win,20120405_3rly,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 3,home,Santa Rosa,W,6-5,6,5,1,win,20120403_l1qu,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Apr 1,home,Modesto,L,4-3,4,3,1,win,20120401_27in,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 29,home,Modesto,L,6-5,6,5,1,win,20120329_rpih,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 27,home,Modesto,L,7-5,7,5,2,win,20120327_76nc,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 24,home,Cosumnes River,W,7-2,7,2,5,win,20120324_zkmp,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 22,home,Cosumnes River,L,3-2,3,2,1,win,20120322_blfi,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 21,home,Sacramento City,L,16-2,16,2,14,win,20120321_bmfe,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 20,home,Cosumnes River,W,5-1,5,1,4,win,20120320_38ty,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 17,home,Sacramento City,W,4-1,4,1,3,win,20120317_gzlt,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 17,home,Sacramento City,W,7-1,7,1,6,win,20120317_8nue,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 10,home,Diablo Valley,L,12-4,12,4,8,win,20120310_dmj8,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 8,home,Diablo Valley,W,2-0,2,0,2,win,20120308_orxj,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 6,home,Diablo Valley,W,9-5,9,5,4,win,20120306_1bqe,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Mar 1,home,Taft,T,8-8,8,8,0,tie,20120301_4hm7,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 28,home,Laney,L,5-4,5,4,1,win,20120228_8zct,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 25,home,Chabot,W,9-4,9,4,5,win,20120225_jkwy,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 23,home,Chabot,L,10-9,10,9,1,win,20120223_scap,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 18,home,Solano,W,8-3,8,3,5,win,20120218_gqnk,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 17,home,Reedley,L,2-1,2,1,1,win,20120217_dlv9,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 16,home,Porterville,W,15-3,15,3,12,win,20120216_u5ql,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 11,home,Feather River,W,9-1,9,1,8,win,20120211_rjlp,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 10,home,Shasta,L,5-3,5,3,2,win,20120210_8jw9,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 8,home,Yuba,W,12-4,12,4,8,win,20120208_gfim,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 4,home,Ohlone,W,11-0,11,0,11,win,20120204_rmei,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
Feb 3,home,San Mateo,W,8-4,8,4,4,win,20120203_hwzz,0,0,0,0,0.0,,,,0.00,,,,2012,,Sierra,sierra,kadenkamoe048y,Kaden Kamoe
