date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 25,home,Butte,L,4-0,4,0,4,win,20190425_j93w,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 24,home,Butte,L,16-9,16,9,7,win,20190424_iu3r,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 20,home,Redwoods,L,7-5,7,5,2,win,20190420_1m69,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 19,home,Redwoods,L,11-4,11,4,7,win,20190419_lme0,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 17,home,Sierra,L,13-3,13,3,10,win,20190417_2meb,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 16,home,Siskiyous,L,10-5,10,5,5,win,20190416_4qsh,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 16,home,Siskiyous,W,10-3,10,3,7,win,20190416_emjm,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 13,home,Lassen,L,10-3,10,3,7,win,20190413_j8xv,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Apr 12,home,Lassen,W,5-2,5,2,3,win,20190412_a3rs,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 31,home,Feather River,L,8-2,8,2,6,win,20190331_o4gv,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 30,home,Feather River,L,12-2,12,2,10,win,20190330_14ud,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 30,home,Feather River,L,2-1,2,1,1,win,20190330_lbyw,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 24,home,Butte,L,14-4,14,4,10,win,20190324_ro4b,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 21,home,Butte,L,18-4,18,4,14,win,20190321_6al8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 19,home,Cosumnes River,L,7-4,7,4,3,win,20190319_yhki,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 16,home,Redwoods,L,9-6,9,6,3,win,20190316_tcia,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 11,home,Lassen,L,18-8,18,8,10,win,20190311_355b,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 11,home,Lassen,L,5-0,5,0,5,win,20190311_3uux,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Mar 1,home,Siskiyous,L,12-3,12,3,9,win,20190301_jja7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 23,home,Feather River,L,13-6,13,6,7,win,20190223_9zpc,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 16,home,Canada,L,9-5,9,5,4,win,20190216_ld0f,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 12,home,Yuba,L,8-3,8,3,5,win,20190212_yx1c,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 9,home,Skyline,L,11-9,11,9,2,win,20190209_22pi,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 9,home,Skyline,L,9-7,9,7,2,win,20190209_iekc,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Feb 7,home,Skyline,L,3-0,3,0,3,win,20190207_tum5,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Jan 31,home,American River,W,10-7,10,7,3,win,20190131_wjue,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Jan 31,home,American River,W,22-12,22,12,10,win,20190131_nye4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Jan 26,home,Cosumnes River,L,3-1,3,1,2,win,20190126_cwym,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
Jan 25,home,Cosumnes River,L,8-2,8,2,6,win,20190125_7y7b,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Shasta,shasta,nolankennyy684,Nolan Kenny
