date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 24,home,Santa Rosa,L,2-1,2,1,1,win,20150424_8zmq,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 21,home,Santa Rosa,L,10-1,10,1,9,win,20150421_2o4x,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 17,home,American River,W,4-2,4,2,2,win,20150417_xe75,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 16,home,American River,L,7-1,7,1,6,win,20150416_ouxq,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 11,home,Modesto,L,3-0,3,0,3,win,20150411_xn8j,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 9,home,Modesto,W,5-4,5,4,1,win,20150409_40tk,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Apr 2,home,San Joaquin  Delta,L,7-1,7,1,6,win,20150402_mf2n,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 31,home,San Joaquin  Delta,L,7-3,7,3,4,win,20150331_5vvs,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 28,home,Sacramento City,W,5-4,5,4,1,win,20150328_wk3h,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 26,home,Sacramento City,W,2-1,2,1,1,win,20150326_ivv6,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 24,home,Sacramento City,L,6-5,6,5,1,win,20150324_xeyz,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 20,home,Diablo Valley,W,3-0,3,0,3,win,20150320_5klk,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 19,home,Diablo Valley,L,4-2,4,2,2,win,20150319_t8vw,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 17,home,Diablo Valley,W,7-3,7,3,4,win,20150317_da0f,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 14,home,Cosumnes River,W,6-5,6,5,1,win,20150314_rzuy,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 12,home,Cosumnes River,L,7-1,7,1,6,win,20150312_1qp3,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 10,home,Cosumnes River,L,8-5,8,5,3,win,20150310_q844,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Mar 5,home,Sacramento City,W,10-6,10,6,4,win,20150305_q4cf,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Feb 19,home,Chabot,W,5-3,5,3,2,win,20150219_ywgg,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Feb 14,home,San Mateo,L,15-5,15,5,10,win,20150214_xh9g,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Feb 12,home,Folsom Lake,L,3-2,3,2,1,win,20150212_hgh9,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Feb 5,home,Shasta,L,8-0,8,0,8,win,20150205_zm8n,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Feb 5,home,Feather River,L,6-4,6,4,2,win,20150205_zkth,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
Jan 31,home,Canada,L,17-6,17,6,11,win,20150131_kf6f,0,0,0,0,0.0,,,,0.00,,,,2015,,Sierra,sierra,mikephelano5kg,Mike Phelan
