date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 1,home,Cosumnes River,W,3-2,3,2,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 30,home,Cosumnes River,W,12-4,12,4,8,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 28,home,Cosumnes River,L,2-1,2,1,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 25,home,San Joaquin Delta,W,5-3,5,3,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 23,home,San Joaquin Delta,L,8-6,8,6,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 21,home,San Joaquin Delta,L,7-1,7,1,6,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 18,home,Sacramento City,L,10-4,10,4,6,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 16,home,Sacramento City,L,4-2,4,2,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 14,home,Sacramento City,W,12-7,12,7,5,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 11,home,Folsom Lake,W,11-4,11,4,7,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 9,home,Folsom Lake,L,2-1,2,1,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 7,home,Folsom Lake,W,8-6,8,6,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 4,home,Santa Rosa,L,2-1,2,1,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Mar 2,home,Santa Rosa,L,8-1,8,1,7,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 28,home,Santa Rosa,L,10-3,10,3,7,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 25,home,Yuba,W,16-3,16,3,13,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 24,home,Yuba,W,8-4,8,4,4,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 23,home,Contra Costa,W,27-10,27,10,17,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 18,home,Chabot,,,,,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 16,home,Laney,W,6-5,6,5,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 15,home,Solano,L,3-2,3,2,1,win,20170215_y9lu,0,0,0,0,0.0,,,,0.00,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 14,home,Reedley,L,6-5,6,5,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 12,home,Solano,L,13-8,13,8,5,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 8,home,Butte,W,11-3,11,3,8,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 4,home,Feather River,W,4-3,4,3,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Feb 3,home,Shasta,W,15-2,15,2,13,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Jan 31,home,Lassen,W,4-3,4,3,1,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Jan 29,home,Reedley,L,6-3,6,3,3,win,20170129_h5of,0,0,0,0,0.0,,,,0.00,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Jan 28,home,Reedley,L,5-3,5,3,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
Jan 27,home,San Francisco,W,3-1,3,1,2,win,,,,,,,,,,,,,,2017,,Sierra,sierra,jordanericksongsgr,Jordan Erickson
