season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2014,2013-14,Allan Hancock,allanhancock,angelgonzalezsgn8,Angel Gonzalez,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,angelguillenvx66,Angel Guillen,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,brooksfagesohpk,Brooks Fages,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,cameronketchenuuey,Cameron Ketchen,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,caymanhoggardkdft,Cayman Hoggard,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,chriscuriel7mrz,Chris Curiel,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,evanaguilare2mo,Evan Aguilar,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,felipegonzalezo0ki,Felipe Gonzalez,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,jacobwitkowskimfaj,Jacob Witkowski,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,jakepeters2xur,Jake Peters,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,kylesmith9mdd,Kyle Smith,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,mattwatkinsj55g,Matt Watkins,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,rogerguillen4l52,Roger Guillen,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,ronregaladoevbf,Ron Regalado,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Allan Hancock,allanhancock,ryanbendele23cf,Ryan Bendele,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
