season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2023,2022-23,Allan Hancock,allanhancock,Feb 10,home,Rio Hondo,L,3,1,20230210_nco5,10,34,33,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,7,0.0,0.0,0.0,0,3.0,10.0,6.0,1.667,0.212,0.235,0.212,0.447,52.0,0.269,0.125,0.0,0.206,0.029,0.177,0.143
2023,2022-23,Allan Hancock,allanhancock,Feb 11,home,Canyons,L,11,5,20230211_b1qv,12,37,33,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,8,1.0,0.0,0.0,0,0.0,9.0,6.0,1.5,0.242,0.324,0.242,0.566,66.0,0.333,0.417,0.0,0.243,0.081,0.162,0.333
2023,2022-23,Allan Hancock,allanhancock,Feb 14,home,Sequoias,W,11,7,20230214_3ey5,9,56,43,11.0,16.0,0.0,0.0,0.0,7.0,2.0,0.0,13.0,5.0,16,0.0,0.0,0.0,0,1.0,10.0,9.0,1.111,0.372,0.518,0.372,0.89,104.0,0.421,0.379,0.0,0.089,0.232,-0.143,2.6
2023,2022-23,Allan Hancock,allanhancock,Feb 16,home,Bakersfield,W,8,7,20230216_f74z,11,36,27,8.0,9.0,2.0,1.0,0.0,8.0,1.0,2.0,7.0,3.0,13,1.0,0.0,1.0,3,0.0,8.0,8.0,1.0,0.333,0.472,0.593,1.065,125.0,0.36,0.471,0.0,0.083,0.194,-0.111,2.333
2023,2022-23,Allan Hancock,allanhancock,Feb 18,home,Bakersfield,L,3,2,20230218_z0ou,12,37,33,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6,1.0,0.0,0.0,1,0.0,10.0,9.0,1.111,0.152,0.243,0.212,0.455,53.0,0.2,0.222,0.0,0.216,0.081,0.135,0.375
2023,2022-23,Allan Hancock,allanhancock,Feb 2,home,Rio Hondo,W,9,3,20230202_cbll,14,37,30,9.0,8.0,3.0,0.0,0.0,9.0,0.0,0.0,3.0,6.0,11,2.0,1.0,1.0,3,0.0,8.0,10.0,0.8,0.267,0.351,0.467,0.818,96.0,0.32,0.692,0.0,0.162,0.081,0.081,0.5
2023,2022-23,Allan Hancock,allanhancock,Feb 21,home,LA Pierce,W,13,5,20230221_8wu5,11,51,39,13.0,11.0,3.0,1.0,0.0,11.0,3.0,0.0,11.0,6.0,16,1.0,0.0,0.0,4,0.0,7.0,14.0,0.5,0.282,0.451,0.513,0.964,113.0,0.333,0.565,0.0,0.118,0.216,-0.098,1.833
2023,2022-23,Allan Hancock,allanhancock,Feb 22,home,LA Pierce,W,7,5,20230222_dsxp,12,42,36,7.0,11.0,3.0,0.0,0.0,6.0,3.0,0.0,3.0,8.0,14,1.0,1.0,1.0,3,0.0,7.0,10.0,0.7,0.306,0.357,0.472,0.829,97.0,0.379,0.467,0.0,0.19,0.071,0.119,0.375
2023,2022-23,Allan Hancock,allanhancock,Feb 26,home,LA Pierce,W,9,0,20230226_us72,15,44,32,9.0,11.0,0.0,0.0,0.0,9.0,4.0,0.0,7.0,7.0,11,3.0,0.0,2.0,0,0.0,3.0,12.0,0.25,0.344,0.477,0.344,0.821,96.0,0.407,0.429,0.0,0.159,0.159,0.0,1.0
2023,2022-23,Allan Hancock,allanhancock,Feb 4,home,Canyons,L,8,3,20230204_vlps,11,39,32,3.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,5.0,13,2.0,1.0,1.0,2,0.0,8.0,12.0,0.667,0.281,0.359,0.469,0.828,97.0,0.296,0.154,0.026,0.128,0.077,0.051,0.6
2023,2022-23,Allan Hancock,allanhancock,Feb 7,home,Long Beach,L,7,6,20230207_f3kl,9,42,35,6.0,9.0,0.0,1.0,0.0,4.0,4.0,1.0,6.0,6.0,11,1.0,0.0,0.0,1,0.0,8.0,11.0,0.727,0.257,0.381,0.343,0.724,85.0,0.31,0.375,0.0,0.143,0.143,0.0,1.0
2023,2022-23,Allan Hancock,allanhancock,Jan 27,home,Sequoias,W,7,5,20230127_u0vd,11,45,37,7.0,12.0,2.0,1.0,0.0,6.0,1.0,0.0,3.0,5.0,16,2.0,1.0,2.0,3,2.0,7.0,13.0,0.538,0.324,0.378,0.514,0.892,105.0,0.353,0.412,0.0,0.111,0.067,0.044,0.6
2023,2022-23,Allan Hancock,allanhancock,Jan 28,home,Sequoias,W,14,10,20230128_p3un,14,48,42,14.0,18.0,4.0,1.0,0.0,13.0,0.0,1.0,5.0,10.0,24,0.0,1.0,0.0,5,1.0,9.0,6.0,1.5,0.429,0.479,0.69,1.169,137.0,0.562,0.609,0.0,0.208,0.104,0.104,0.5
2023,2022-23,Allan Hancock,allanhancock,Jan 31,home,Long Beach,W,9,0,20230131_89ay,17,41,34,9.0,11.0,2.0,5.0,0.0,8.0,2.0,0.0,7.0,8.0,23,0.0,0.0,0.0,7,0.0,4.0,11.0,0.364,0.324,0.439,0.882,1.321,155.0,0.423,0.5,0.0,0.195,0.171,0.024,0.875
2023,2022-23,Allan Hancock,allanhancock,Mar 2,home,Moorpark,W,10,3,20230302_fs6b,13,45,35,10.0,12.0,4.0,2.0,0.0,10.0,1.0,1.0,5.0,7.0,20,4.0,1.0,0.0,6,0.0,8.0,8.0,1.0,0.343,0.467,0.743,1.21,142.0,0.429,0.476,0.0,0.156,0.111,0.045,0.714
