date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Sacramento City,L,17-0,17,0,17,win,20200124_8ljs,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Jan 25,home,Sacramento City,L,12-0,12,0,12,win,20200125_usbl,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 7,home,Lassen,L,7-5,7,5,2,win,20200207_l8nj,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 7,home,Lassen,W,10-5,10,5,5,win,20200207_kg16,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 8,home,Santa Rosa,L,6-2,6,2,4,win,20200208_pub5,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 13,home,Shasta,W,5-1,5,1,4,win,20200213_4mmg,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 15,home,Shasta,W,13-4,13,4,9,win,20200215_dazs,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 18,home,Laney,W,4-2,4,2,2,win,20200218_0ezn,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 20,home,Laney,W,7-4,7,4,3,win,20200220_nzlr,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
Feb 29,home,Hartnell,L,6-5,6,5,1,win,20200229_inb6,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Canada,canada,davidbalaguezvi8,David Balague
