date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 12,home,Modesto,L,4-0,4,0,4,win,20160212_nn0l,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Feb 13,home,Laney,L,10-0,10,0,10,win,20160213_fv9u,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Feb 27,home,Feather River,L,9-4,9,4,5,win,20160227_q19s,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 3,home,Siskiyous,L,8-1,8,1,7,win,20160303_c7eh,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 16,home,Shasta,L,9-6,9,6,3,win,20160316_b6yt,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 16,home,Shasta,L,22-2,22,2,20,win,20160316_h4yy,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 18,home,Butte,L,6-1,6,1,5,win,20160318_wa6e,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 18,home,Butte,L,10-1,10,1,9,win,20160318_hyr3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 19,home,Butte,L,18-4,18,4,14,win,20160319_bzfx,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 25,home,Lassen,W,12-4,12,4,8,win,20160325_m0qd,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Mar 26,home,Lassen,L,6-3,6,3,3,win,20160326_4o6z,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 1,home,Feather River,L,10-2,10,2,8,win,20160401_621c,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 2,home,Feather River,L,5-2,5,2,3,win,20160402_1738,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 7,home,Shasta,L,3-0,3,0,3,win,20160407_fzvm,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 7,home,Shasta,L,3-2,3,2,1,win,20160407_1x6m,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 8,home,Shasta,L,3-2,3,2,1,win,20160408_2mcx,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 15,home,Siskiyous,L,7-5,7,5,2,win,20160415_ucb5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 15,home,Siskiyous,L,9-8,9,8,1,win,20160415_8s05,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 16,home,Siskiyous,L,6-1,6,1,5,win,20160416_oaj6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 21,home,Butte,L,8-1,8,1,7,win,20160421_0kp2,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 28,home,Lassen,L,11-4,11,4,7,win,20160428_f4xf,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
Apr 28,home,Lassen,L,16-2,16,2,14,win,20160428_87bz,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Redwoods,redwoods,jacobgallegozeuu,Jacob Gallego
