date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Mar 12,home,Santa Barbara,W,8-2,8,2,6,win,20160312_8cje,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 16,home,Rio Hondo,L,5-1,5,1,4,win,20160316_09x2,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 18,home,Cuesta,L,9-1,9,1,8,win,20160318_r8vu,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 23,home,LA Harbor,W,7-6,7,6,1,win,20160323_393l,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 24,home,Fullerton,W,9-0,9,0,9,win,20160324_5yvg,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 29,home,Cuesta,L,9-0,9,0,9,win,20160329_sqnv,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Mar 31,home,Oxnard,L,12-5,12,5,7,win,20160331_2hn0,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 2,home,Oxnard,L,1-0,1,0,1,win,20160402_jnbg,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 5,home,Moorpark,L,5-2,5,2,3,win,20160405_8sm4,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 7,home,Moorpark,L,7-2,7,2,5,win,20160407_8xiz,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 8,home,Allan Hancock,L,14-5,14,5,9,win,20160408_t7ch,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 12,home,Allan Hancock,W,6-3,6,3,3,win,,,,,,,,,,,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 14,home,Ventura,L,15-4,15,4,11,win,,,,,,,,,,,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 16,home,Ventura,L,4-3,4,3,1,win,20160416_4h5m,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 19,home,Santa Barbara,L,7-2,7,2,5,win,20160419_c2jl,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 21,home,Santa Barbara,L,11-8,11,8,3,win,20160421_nw79,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 28,home,Cuesta,L,13-1,13,1,12,win,20160428_6a05,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
Apr 29,home,Cuesta,L,9-2,9,2,7,win,20160429_n9k8,0,0,0,0,0.0,,,,0.00,,,2016,,LA Pierce,lapierce,jordanabushahlaf2z9,Jordan Abushahla
