date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Mar 8,home,Taft,W,6-3,6,3,3,win,20140308_i007,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 11,home,Porterville,W,6-2,6,2,4,win,20140311_m45f,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 13,home,Porterville,W,7-4,7,4,3,win,20140313_85e1,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 15,home,Porterville,W,10-1,10,1,9,win,20140315_qti6,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 18,home,Sequoias,L,5-3,5,3,2,win,20140318_k3qh,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 20,home,Sequoias,L,8-7,8,7,1,win,20140320_1ch2,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Mar 22,home,Sequoias,L,8-4,8,4,4,win,20140322_fqnu,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 1,home,Merced,W,10-3,10,3,7,win,20140401_a7zr,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 3,home,Merced,W,8-3,8,3,5,win,20140403_tt36,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 5,home,Merced,L,6-5,6,5,1,win,20140405_4vh7,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 10,home,Reedley,W,9-1,9,1,8,win,20140410_d2zm,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 12,home,Sequoias,L,5-3,5,3,2,win,20140412_0d05,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 13,home,Taft,W,10-0,10,0,10,win,20140413_q7ms,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 15,home,Cerritos,L,6-5,6,5,1,win,20140415_9qto,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 16,home,East Los Angeles,W,13-1,13,1,12,win,20140416_ctra,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 22,home,West Hills Coalinga,W,2-1,2,1,1,win,20140422_6m7n,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 24,home,Porterville,W,6-1,6,1,5,win,20140424_plwe,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 26,home,Merced,W,6-4,6,4,2,win,20140426_8k64,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
Apr 29,home,Butte,W,4-1,4,1,3,win,20140429_4noy,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
May 2,home,San Joaquin  Delta,L,6-3,6,3,3,win,20140502_ieei,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
May 3,home,San Joaquin  Delta,L,6-2,6,2,4,win,20140503_liaj,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Fresno City,fresno,shotarungedvt0,Shota Runge
