date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Shasta,W,6-2,6,2,4,win,20140201_o1an,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 4,home,Skyline,W,4-2,4,2,2,win,,,,,,,,,,,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 6,home,Merced,W,8-3,8,3,5,win,20140206_hy9u,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 10,home,Merced,W,4-2,4,2,2,win,20140210_k6hs,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 11,home,Chabot,W,2-1,2,1,1,win,20140211_jisg,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 14,home,Sequoias,W,10-6,10,6,4,win,20140214_dgry,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 15,home,Sequoias,W,10-9,10,9,1,win,,,,,,,,,,,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 18,home,Chabot,W,10-6,10,6,4,win,20140218_t7a1,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 20,home,Shasta,W,9-5,9,5,4,win,20140220_0f76,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 21,home,Lassen,W,10-1,10,1,9,win,20140221_0ife,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Feb 25,home,Skyline,L,10-9,10,9,1,win,20140225_sf3z,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 2,home,Laney,L,3-2,3,2,1,win,20140302_8gho,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 4,home,Marin,W,7-1,7,1,6,win,20140304_r3ce,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 6,home,Contra Costa,L,7-4,7,4,3,win,20140306_a54l,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 8,home,Los Medanos,W,7-0,7,0,7,win,20140308_zosv,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 11,home,Sierra,L,7-3,7,3,4,win,20140311_z4pg,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 13,home,Sierra,L,4-3,4,3,1,win,20140313_ma88,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 15,home,Sierra,L,5-1,5,1,4,win,20140315_z3kr,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 18,home,Modesto,W,7-1,7,1,6,win,20140318_9slt,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 20,home,Modesto,W,9-8,9,8,1,win,20140320_5uhh,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 22,home,Modesto,L,6-5,6,5,1,win,20140322_nii7,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 25,home,American River,W,10-1,10,1,9,win,20140325_n4qk,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 27,home,American River,W,13-1,13,1,12,win,20140327_ds2v,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Mar 28,home,American River,W,2-1,2,1,1,win,20140328_x2e9,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 2,home,Santa Rosa,L,5-0,5,0,5,win,20140402_50f0,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 3,home,Santa Rosa,W,3-2,3,2,1,win,20140403_3b0t,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 5,home,Santa Rosa,L,6-1,6,1,5,win,20140405_kz7f,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 8,home,Diablo Valley,L,3-1,3,1,2,win,20140408_fkub,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 10,home,Diablo Valley,W,6-1,6,1,5,win,20140410_lucl,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 11,home,Diablo Valley,W,10-5,10,5,5,win,20140411_b01m,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 15,home,Sacramento City,W,5-4,5,4,1,win,20140415_s8no,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 17,home,Sacramento City,W,5-3,5,3,2,win,20140417_vhh6,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 18,home,Sacramento City,W,6-2,6,2,4,win,20140418_65lz,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 22,home,San Joaquin  Delta,W,1-0,1,0,1,win,20140422_wl10,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 24,home,San Joaquin  Delta,L,5-3,5,3,2,win,20140424_mevu,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
Apr 26,home,San Joaquin  Delta,L,9-3,9,3,6,win,20140426_jnfi,0,0,0,0,0.0,,,,0.00,,,2014,,Cosumnes River,cosumnesriver,codymorrisr1e5,Cody Morris
