date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Yuba,L,8-2,8,2,6,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 1,home,Yuba,L,8-6,8,6,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 13,home,Modesto,L,6-0,6,0,6,win,20140213_hcsx,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 14,home,Ohlone,L,3-1,3,1,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 14,home,Mission,L,11-7,11,7,4,win,20140214_kg4c,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 15,home,Mission,L,4-2,4,2,2,win,20140215_wrw8,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 16,home,Modesto,L,2-1,2,1,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 19,home,Diablo Valley,L,2-0,2,0,2,win,20140219_zqub,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 20,home,Los Medanos,L,8-5,8,5,3,win,20140220_5d2q,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 20,home,Los Medanos,L,4-2,4,2,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Feb 21,home,Cosumnes River,L,10-1,10,1,9,win,20140221_0ife,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 2,home,Shasta,W,6-5,6,5,1,win,20140302_sb0u,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 2,home,Shasta,L,12-2,12,2,10,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 7,home,Butte,L,7-1,7,1,6,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 8,home,Butte,L,6-4,6,4,2,win,20140308_isf1,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 8,home,Butte,L,3-1,3,1,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 14,home,Feather River,L,6-3,6,3,3,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 15,home,Feather River,L,3-1,3,1,2,win,20140315_pusw,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 15,home,Feather River,L,11-10,11,10,1,win,20140315_cnzt,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 21,home,Siskiyous,W,5-3,5,3,2,win,20140321_zi7f,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 21,home,Siskiyous,L,11-1,11,1,10,win,20140321_oa5b,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Mar 22,home,Siskiyous,W,10-0,10,0,10,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 4,home,Shasta,W,7-6,7,6,1,win,20140404_dkah,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 5,home,Shasta,W,5-3,5,3,2,win,20140405_71p4,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 5,home,Shasta,L,9-4,9,4,5,win,20140405_6zg5,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 9,home,Butte,W,3-0,3,0,3,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 9,home,Butte,W,10-4,10,4,6,win,20140409_892k,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 12,home,Feather River,L,7-6,7,6,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 12,home,Feather River,L,3-2,3,2,1,win,20140412_cu8j,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
Apr 16,home,Redwoods,L,10-2,10,2,8,win,20140416_63xz,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,chacevanc8tt,Chace Van
